keys:  id  x y nx ny vx vy 
   0  -49.812523  -13.220622  -0.557911  -0.829901  -0.064187  -0.997938
   1  2.837991  -15.389861  -0.772394  -0.635144  0.841073  -0.540922
   2  -28.937555  -17.031011  0.656690  0.754160  -0.871029  -0.491232
   3  -43.149352  -17.145390  0.094470  -0.995528  -0.877083  -0.480338
   4  -4.272546  -31.464737  0.577069  0.816696  0.204656  0.978834
   5  -41.197388  -12.608635  -0.402312  0.915503  -0.785632  -0.618694
   6  7.005807  28.411867  0.997299  -0.073445  -0.069671  -0.997570
   7  23.550813  -38.901239  -0.124280  -0.992247  0.179116  -0.983828
   8  28.584616  -5.643690  0.587347  0.809335  -0.606693  -0.794936
   9  44.286823  -48.149627  0.987257  0.159133  -0.959705  -0.281008
  10  35.258178  7.361264  -0.870994  -0.491294  -0.834323  -0.551275
  11  -17.360625  26.530925  -0.756689  -0.653775  -0.396667  -0.917963
  12  -11.483078  8.086059  0.999667  -0.025824  -0.206584  -0.978429
  13  3.877671  44.290991  -0.789990  -0.613119  -0.091707  0.995786
  14  15.779393  -21.553651  -0.825904  -0.563811  -0.925724  0.378200
  15  34.667963  -47.911273  0.095750  0.995405  -0.146242  0.989249
  16  37.244710  -36.430812  0.913054  -0.407838  -0.328799  -0.944400
  17  25.072603  -3.912839  -0.977316  -0.211787  -0.464742  0.885446
  18  -10.934591  -25.980099  -0.932859  -0.360241  -0.959128  -0.282972
  19  -31.506062  44.619838  -0.551088  0.834447  -0.871944  0.489606
  20  27.822737  -21.524914  0.946613  -0.322371  -0.977909  -0.209030
  21  -18.902318  -32.777804  0.682331  0.731043  -0.995471  -0.095066
  22  -37.513437  -46.003703  0.052695  0.998611  0.309514  0.950895
  23  -12.386450  28.251439  -0.476713  0.879059  -0.127159  0.991882
  24  12.722540  26.699977  -0.963187  -0.268833  -0.960150  0.279485
  25  44.619969  -20.353122  -0.944166  -0.329470  0.931738  0.363131
  26  44.543677  -6.747715  0.381781  0.924253  0.977378  -0.211499
  27  -7.664471  -3.255480  -0.834935  0.550348  -0.228206  0.973613
  28  -27.314809  -47.924427  -0.227040  0.973885  -0.799042  0.601275
