# id	energy	fx	fy	
0	2.761606	0.042431	-0.596139	
1	0.920565	0.646883	1.144432	
2	1.939896	0.052833	0.184698	
3	2.116032	0.096004	0.089362	
4	2.138154	-0.056433	-0.173923	
5	1.731902	0.039566	0.002399	
6	2.126558	0.133689	-0.316553	
7	1.812431	-0.281401	-0.070286	
8	2.074297	-0.193500	1.509073	
9	2.212946	-0.157058	0.503277	
10	2.302485	-0.435995	0.410670	
11	2.641318	0.056285	0.255751	
12	1.114572	0.202128	0.126508	
13	2.679569	0.777957	-0.413942	
14	1.144062	0.144553	0.021199	
15	2.338089	-1.774195	0.885818	
16	2.753558	0.118795	-0.345966	
17	1.813371	-0.121911	-0.478211	
18	3.222262	0.080637	0.076536	
19	2.427441	0.044232	0.297552	
20	2.540644	0.001500	-0.031082	
21	2.502345	0.029734	-0.397437	
22	1.861714	0.052520	0.040648	
23	2.847678	0.210195	-0.164830	
24	2.761837	-0.372452	-0.322854	
25	2.450501	-1.555251	-0.284508	
26	2.765619	0.287710	0.053276	
27	2.186049	0.329243	1.460642	
28	1.573169	0.128384	0.321495	
29	1.289108	-0.440249	-0.338254	
30	1.718486	-0.128666	0.332300	
31	1.544667	-0.797421	1.668404	
32	2.810387	-0.215838	0.256126	
33	1.550287	-0.663495	0.206663	
34	2.003897	0.054010	0.004425	
35	1.763686	0.249149	-0.019615	
36	3.251029	-0.356894	-0.308403	
37	2.698126	-0.284827	-0.057719	
38	2.092392	0.203612	0.380782	
39	2.039509	-0.218118	0.105557	
40	2.860828	-0.210888	-0.701819	
41	1.217327	-0.549753	0.341212	
42	1.875026	-0.254979	0.094359	
43	1.912828	0.496458	-0.122447	
44	2.349791	0.025198	0.285679	
45	1.729505	0.104630	-0.617444	
46	2.031808	-0.068664	0.075735	
47	1.260590	0.543487	-0.084331	
48	1.313668	-0.402507	0.479236	
49	1.792948	-0.075523	0.143500	
50	2.365277	-0.070341	0.241256	
51	2.304984	0.047539	-0.340877	
52	2.246929	-0.096462	-0.355058	
53	2.284161	0.499498	1.531185	
54	2.530683	0.227299	-0.066842	
55	2.862474	1.975676	-0.012215	
56	2.482953	0.416054	-0.077701	
57	2.893762	0.119848	0.062098	
58	1.042808	0.551887	-0.270654	
59	2.599138	-0.167133	-0.392037	
60	1.398299	-0.236081	0.356933	
61	1.559472	0.228152	0.065109	
62	2.837169	-0.117129	0.123398	
63	1.934324	-0.469250	0.150542	
64	1.694444	-0.025610	-0.093021	
65	1.617958	-0.295082	0.101019	
66	1.502653	-0.174295	0.048846	
67	1.699135	0.327532	0.331269	
68	2.174920	-0.126861	0.380261	
69	2.889821	0.191104	-0.072253	
70	1.909662	1.280799	-0.456093	
71	1.754963	0.153472	-0.106697	
72	2.644994	-0.420460	-0.028028	
73	2.140897	-0.211354	0.277668	
74	1.933124	0.559121	0.397657	
75	2.443680	0.022057	0.420479	
76	1.664457	-0.038942	0.084933	
77	1.163275	-0.288596	0.275069	
78	1.823157	-0.087642	-0.069800	
79	2.896892	0.002289	-0.285422	
80	1.540630	0.118781	-0.115276	
81	2.154526	-0.336789	-0.157070	
82	2.698952	-1.547469	-1.181245	
83	2.030635	0.505655	-0.246846	
84	2.119305	-0.117582	-0.289895	
85	2.042588	-0.158355	0.001040	
86	2.322483	-0.444100	0.391811	
87	1.300929	0.169671	-0.302843	
88	1.990505	-0.163530	0.075007	
89	1.865177	0.234309	0.181845	
90	3.360065	0.056358	-0.219162	
91	1.248308	-0.437344	0.088200	
92	2.949220	0.518350	-0.071200	
93	1.482422	0.227826	-0.346824	
94	2.748022	0.144970	-0.450827	
95	2.417466	1.170777	-1.319750	
96	2.069677	-0.160829	0.234792	
97	1.528412	-0.076970	0.218717	
98	1.742454	-0.083455	-0.245669	
99	2.621532	-0.114851	-0.044387	
100	1.545209	0.364096	-0.436712	
101	2.395695	-0.147809	-0.146417	
102	2.311225	0.179070	-0.409987	
103	1.390761	-0.118452	0.095586	
104	2.289260	0.178399	0.189528	
105	2.874124	-0.262676	-1.774510	
106	2.199275	-0.266869	-0.408879	
107	1.700660	0.078136	-0.040248	
108	2.109454	0.412301	0.524087	
109	1.114748	0.924822	1.371538	
110	1.635379	-0.288039	0.022755	
111	2.869826	-0.074489	-0.225339	
112	2.730103	-0.516478	0.167775	
113	2.733011	0.386453	1.504784	
114	2.303373	0.612024	-0.156430	
115	2.153940	0.196758	-0.217330	
116	2.793957	-0.138105	0.432971	
117	2.010723	0.211688	0.007318	
118	1.459317	0.063851	-0.209923	
119	1.622083	-0.244008	0.067523	
120	3.318690	0.113264	0.599221	
121	1.599185	0.050682	-0.035845	
122	2.664413	-0.201906	-0.194169	
123	3.403299	-0.607391	1.478236	
124	1.825592	-0.258409	0.516190	
125	2.982150	-0.102270	0.136711	
126	2.027360	0.415055	0.206989	
127	2.706867	-0.426615	0.235170	
128	2.737209	0.174293	0.349950	
129	2.669532	0.518093	0.146696	
130	1.892617	-1.444685	-1.216281	
131	1.992659	0.174360	-0.171112	
132	1.983900	1.800413	0.558143	
133	2.067031	0.053538	0.448222	
134	1.897424	-0.252491	0.272266	
135	1.906980	0.038427	0.119682	
136	2.480978	0.121929	0.521904	
137	2.045301	-1.473353	0.206897	
138	1.699410	-0.268167	0.032283	
139	1.266230	0.383289	0.199376	
140	1.933453	0.319499	0.231633	
141	2.251318	-0.070840	0.215677	
142	1.444822	1.821846	0.306859	
143	2.694357	0.245830	-0.007153	
144	2.881682	-0.126245	0.264644	
145	1.735913	0.038383	-0.174205	
146	1.535451	-0.170872	-0.297458	
147	2.515972	1.987592	0.437183	
148	1.365768	0.193314	-0.137547	
149	1.775888	0.331052	0.326795	
150	2.476391	0.019865	0.212680	
151	2.384085	0.254299	-0.152449	
152	3.171354	0.492089	0.092913	
153	0.970778	-0.055097	0.043493	
154	1.619736	0.508615	-0.413922	
155	1.172344	-0.326209	-1.873219	
156	1.571732	-1.486664	0.777729	
157	1.538553	-0.115337	-0.095667	
158	3.430140	0.078655	0.139902	
159	2.268477	-0.276598	0.016044	
160	1.756470	-0.101238	0.211393	
161	3.006605	-0.099279	-0.302995	
162	1.393936	0.153040	-0.131140	
163	2.104721	-0.501803	-0.004633	
164	2.574090	-0.097059	-0.031733	
165	2.550371	-0.278965	0.415985	
166	2.221397	0.281298	-0.013483	
167	1.395068	-0.035980	-0.318943	
168	2.269844	0.247421	-0.229166	
169	2.097655	-0.288494	-0.089331	
170	2.062179	-0.113803	0.144338	
171	2.761942	-0.006202	0.373271	
172	1.258993	-1.290423	-0.554149	
173	2.424239	1.660240	-0.697269	
174	3.129197	0.018485	0.674500	
175	2.511955	-0.064794	0.175824	
176	2.321130	-0.364876	-0.244475	
177	2.306949	-0.367825	-0.160463	
178	1.611552	0.233932	0.036015	
179	1.710238	0.389973	0.317724	
180	3.024843	0.079070	0.366409	
181	1.782204	-0.142336	0.429430	
182	3.297824	0.437743	-0.113750	
183	2.115639	-0.009468	-0.312022	
184	2.362120	0.432417	0.060565	
185	2.448503	-1.560798	0.761686	
186	1.809736	-0.248142	-0.244953	
187	2.142806	-0.111279	0.041640	
188	3.177507	-0.279880	0.079796	
189	2.247522	-0.436099	0.259227	
190	1.523106	0.012663	-0.215494	
191	2.691561	0.574757	0.318003	
192	1.732006	-1.209557	1.309538	
193	2.853837	0.274496	-0.078828	
194	3.331266	-0.007546	-0.143087	
195	1.912967	-0.493153	0.220259	
196	2.482975	-0.380098	0.491945	
197	2.198357	-0.125472	-0.153828	
198	1.949467	0.201605	0.231141	
199	2.682948	-0.181349	0.143560	
200	2.266454	-0.220340	-0.408061	
201	2.207922	-0.365667	0.167137	
202	2.106927	-0.165838	-0.060376	
203	2.976615	-0.241100	-0.365368	
204	2.617617	-0.268301	-0.049240	
205	1.549408	-0.583770	-0.270815	
206	2.572394	-0.229482	0.184855	
207	1.298241	-0.356558	0.301874	
208	3.016786	-0.134166	0.683898	
209	1.590863	-0.103143	0.274332	
210	2.300830	0.308217	-0.435774	
211	1.588633	-0.208910	0.087738	
212	2.271253	-0.814810	0.190900	
213	2.211696	0.376185	-0.250611	
214	2.044203	-0.105164	-0.086225	
215	2.181842	0.104348	-0.228792	
216	2.018518	0.757497	-1.408108	
217	1.918240	-0.407521	-0.258203	
218	2.176828	-0.044036	-0.000151	
219	1.862427	0.105273	-0.525195	
220	2.729339	-0.069351	0.176321	
221	1.886692	0.110303	0.294935	
222	3.163557	-0.281198	-0.573755	
223	2.204691	-0.264816	0.250603	
224	1.991262	-0.143677	-0.071223	
225	3.104420	0.205715	0.069642	
226	2.088141	-0.105046	-0.278922	
227	1.896186	-0.300476	0.253201	
228	2.387665	-0.652312	0.296902	
229	1.640645	0.088187	0.019077	
230	2.083730	-0.065692	-0.282224	
231	2.773243	0.460707	-0.096468	
232	1.983521	0.019683	0.412279	
233	1.596485	0.195292	0.182449	
234	1.555203	-0.289910	0.067085	
235	2.244411	-0.210045	-0.025644	
236	1.699861	-0.185040	-0.222107	
237	2.548475	-0.410809	-0.009809	
238	1.298649	-0.244146	-0.245932	
239	1.181530	0.512343	-0.059039	
240	2.678754	-0.146956	-0.064975	
241	2.353891	0.180081	0.042986	
242	2.470537	0.032732	0.261615	
243	1.713522	-0.252377	0.134015	
244	0.621151	0.947460	0.233699	
245	1.645550	-0.314994	-0.927667	
246	1.586911	0.172547	-0.172532	
247	2.826330	-1.047849	-1.541008	
248	1.880552	0.272108	0.153201	
249	2.894793	0.125659	0.009492	
250	2.207852	-0.372744	-0.393898	
251	1.385297	0.756866	-1.064402	
252	1.617418	0.267121	0.312628	
253	2.343459	0.421005	0.139429	
254	2.770144	-0.336759	0.378615	
255	1.419495	0.348906	-0.092182	
256	2.128712	0.572555	-0.119768	
257	2.323896	-0.309225	-0.217219	
258	1.581837	0.072557	-0.028815	
259	2.469910	0.383277	0.141758	
260	1.321646	0.023713	0.237667	
261	1.793446	-0.077556	-0.130940	
262	1.917912	0.097553	0.059168	
263	1.396792	0.344526	-0.660560	
264	3.056064	0.187985	-0.257392	
265	3.232120	0.335949	-0.144014	
266	1.969848	0.416440	-0.026333	
267	2.056722	-0.305164	-0.039804	
268	0.980649	-0.154474	0.090622	
269	1.549073	-0.149063	0.018992	
270	2.685160	-0.075566	0.228488	
271	2.014528	0.237766	0.072525	
272	1.488471	-1.611030	-0.550285	
273	1.794832	0.032100	0.348836	
274	1.971929	0.083478	-0.148361	
275	1.622282	0.171361	-0.086565	
276	0.926073	0.902708	0.892667	
277	2.526241	-0.123810	-0.189998	
278	2.263240	0.035614	-0.494497	
279	1.335089	-0.774201	-1.755402	
280	2.100184	0.390592	-0.162777	
281	1.951362	0.080755	0.089922	
282	2.431503	0.336533	-0.073840	
283	2.308243	0.342883	0.218491	
284	1.496376	-0.428698	0.365954	
285	1.274450	-0.233597	-0.554880	
286	2.139167	-0.279536	-0.488986	
287	2.032629	0.244511	-0.240839	
