# Total of 800 particles
# Generated on : 2015-06-22 19:07:36.539121
# id  type radius  x   y   z   vx   vy   vz   nx   ny   nz  omega l
0  1  1.000000 -10.589145  8.707054  0.159136  0.051531  0.998671  0.000000  -0.620676  -0.784067  0.000000  0.000000  2.000000
1  1  1.000000 -11.556130  -24.255018  0.000038  0.873759  0.486359  0.000000  0.268834  0.963186  0.000000  0.000000  2.000000
2  1  1.000000 -10.168647  14.430592  0.023033  0.341242  0.939975  0.000000  0.536376  0.843979  0.000000  0.000000  2.000000
3  1  1.000000 1.342626  6.666752  1.456423  -0.790139  0.612927  0.000000  0.932601  -0.360909  0.000000  0.000000  2.000000
4  1  1.000000 -17.071379  8.323575  0.010700  -0.911196  0.411972  0.000000  -0.695773  -0.718262  0.000000  0.000000  2.000000
5  1  1.000000 -17.311585  18.094325  0.000167  -0.778337  0.627846  0.000000  -0.696086  -0.717958  0.000000  0.000000  2.000000
6  1  1.000000 -9.542178  -7.652527  0.289641  0.984770  -0.173865  0.000000  0.559354  -0.828929  0.000000  0.000000  2.000000
7  1  1.000000 1.629856  5.617822  1.757657  0.949670  -0.313253  0.000000  0.999888  -0.014973  0.000000  0.000000  2.000000
8  1  1.000000 3.008808  -22.255806  0.001134  -0.991101  0.133113  0.000000  0.997639  -0.068670  0.000000  0.000000  2.000000
9  1  1.000000 7.152010  -16.738569  0.016934  -0.488944  -0.872315  0.000000  -0.791521  -0.611142  0.000000  0.000000  2.000000
10  1  1.000000 23.426409  -4.663870  0.000403  0.079438  -0.996840  0.000000  0.202060  -0.979373  0.000000  0.000000  2.000000
11  1  1.000000 6.171366  -11.247661  0.229192  0.091484  -0.995807  0.000000  0.362976  -0.931799  0.000000  0.000000  2.000000
12  1  1.000000 22.551276  7.904723  0.000400  0.006349  0.999980  0.000000  0.999957  -0.009314  0.000000  0.000000  2.000000
13  1  1.000000 -1.335995  -24.217233  0.000306  0.006486  -0.999979  0.000000  0.829619  -0.558330  0.000000  0.000000  2.000000
14  1  1.000000 14.048677  -17.018712  0.001487  -0.997399  -0.072073  0.000000  -0.935290  -0.353882  0.000000  0.000000  2.000000
15  1  1.000000 -12.594393  -14.772337  0.008316  0.782240  -0.622977  0.000000  0.247674  -0.968843  0.000000  0.000000  2.000000
16  1  1.000000 7.048003  -15.324459  0.035193  -0.999465  0.032704  0.000000  0.894248  0.447573  0.000000  0.000000  2.000000
17  1  1.000000 -18.356788  -20.028436  0.000029  -0.311103  -0.950376  0.000000  -0.189803  0.981822  0.000000  0.000000  2.000000
18  1  1.000000 -11.230426  -17.748705  0.003045  0.613590  -0.789625  0.000000  -0.986269  0.165145  0.000000  0.000000  2.000000
19  1  1.000000 -12.239842  22.002468  0.000150  0.991043  -0.133540  0.000000  -0.892753  -0.450547  0.000000  0.000000  2.000000
20  1  1.000000 9.950651  6.492731  0.330488  -0.136534  0.990635  0.000000  0.348361  -0.937360  0.000000  0.000000  2.000000
21  1  1.000000 22.752286  14.889166  0.000029  0.010456  -0.999945  0.000000  0.616226  -0.787569  0.000000  0.000000  2.000000
22  1  1.000000 -11.415800  -18.178201  0.002241  -0.958374  -0.285515  0.000000  -0.651592  -0.758570  0.000000  0.000000  2.000000
23  1  1.000000 13.363730  15.669719  0.003972  -0.798884  0.601485  0.000000  0.845270  -0.534339  0.000000  0.000000  2.000000
24  1  1.000000 -6.407096  -8.420835  0.521637  -0.978452  0.206472  0.000000  -0.950504  0.310712  0.000000  0.000000  2.000000
25  1  1.000000 -16.373986  -0.014094  0.045476  0.653849  -0.756625  0.000000  -0.970535  0.240961  0.000000  0.000000  2.000000
26  1  1.000000 5.963429  24.456979  0.000150  0.059501  -0.998228  0.000000  -0.852764  -0.522296  0.000000  0.000000  2.000000
27  1  1.000000 -5.155389  22.462187  0.000746  -0.824201  -0.566298  0.000000  -0.950880  0.309558  0.000000  0.000000  2.000000
28  1  1.000000 -0.468512  18.399938  0.015074  0.886502  0.462726  0.000000  -0.706956  -0.707258  0.000000  0.000000  2.000000
29  1  1.000000 -13.316599  18.761554  0.000768  0.964366  0.264572  0.000000  0.483227  -0.875495  0.000000  0.000000  2.000000
30  1  1.000000 19.396209  -13.529244  0.000481  0.681596  -0.731729  0.000000  -0.987581  -0.157109  0.000000  0.000000  2.000000
31  1  1.000000 10.767494  -14.723174  0.016573  0.343660  0.939094  0.000000  -0.796217  0.605011  0.000000  0.000000  2.000000
32  1  1.000000 11.684799  -1.392693  0.344712  0.944443  -0.328675  0.000000  -0.140197  0.990124  0.000000  0.000000  2.000000
33  1  1.000000 -10.052533  -21.631475  0.000413  0.997585  0.069458  0.000000  -0.841505  0.540250  0.000000  0.000000  2.000000
34  1  1.000000 -12.093209  -20.815640  0.000350  -0.529467  0.848331  0.000000  -0.066397  -0.997793  0.000000  0.000000  2.000000
35  1  1.000000 2.814200  -12.194112  0.259626  -0.811790  -0.583949  0.000000  0.185143  -0.982712  0.000000  0.000000  2.000000
36  1  1.000000 -14.871316  10.722860  0.015709  -0.764617  -0.644485  0.000000  0.902441  -0.430813  0.000000  0.000000  2.000000
37  1  1.000000 8.604107  -4.198801  0.716351  0.164187  0.986429  0.000000  0.938614  -0.344969  0.000000  0.000000  2.000000
38  1  1.000000 21.083604  1.275106  0.002816  0.380718  -0.924691  0.000000  0.005197  -0.999986  0.000000  0.000000  2.000000
