keys:  id  x y nx ny nvx nvy nvz area
   0  -13.271770  -35.722895  0.887417  -0.460968  0.000000  0.000000  1.000000  4.000000
   1  -32.157172  14.613564  0.909175  0.416414  0.000000  0.000000  1.000000  4.000000
   2  15.256478  -6.904653  -0.807890  0.589333  0.000000  0.000000  1.000000  4.000000
   3  -32.923674  16.283279  -0.460162  -0.887835  0.000000  0.000000  1.000000  4.000000
   4  -31.287421  -9.670604  -0.603278  -0.797531  0.000000  0.000000  1.000000  4.000000
   5  2.467951  -15.161063  -0.343720  -0.939072  0.000000  0.000000  1.000000  4.000000
   6  27.291289  -28.978059  -0.990863  0.134870  0.000000  0.000000  1.000000  4.000000
   7  6.884424  20.299704  0.840413  -0.541947  0.000000  0.000000  1.000000  4.000000
   8  11.160884  -28.921320  -0.994967  0.100200  0.000000  0.000000  1.000000  4.000000
   9  -18.332361  5.734164  0.781780  0.623554  0.000000  0.000000  1.000000  4.000000
  10  -10.335372  -21.571404  0.999440  -0.033465  0.000000  0.000000  1.000000  4.000000
  11  -14.601862  -27.488979  0.838513  0.544882  0.000000  0.000000  1.000000  4.000000
  12  -23.433412  24.936319  0.625859  -0.779937  0.000000  0.000000  1.000000  4.000000
  13  35.930717  14.921131  0.873546  -0.486742  0.000000  0.000000  1.000000  4.000000
  14  30.706102  9.265222  -0.448921  -0.893571  0.000000  0.000000  1.000000  4.000000
  15  -10.118007  -1.220000  -0.974831  -0.222946  0.000000  0.000000  1.000000  4.000000
  16  -7.074097  -8.293516  -0.538818  0.842422  0.000000  0.000000  1.000000  4.000000
  17  4.621670  7.994632  0.228858  -0.973460  0.000000  0.000000  1.000000  4.000000
  18  -26.477453  -26.378277  0.947785  0.318911  0.000000  0.000000  1.000000  4.000000
  19  -19.618924  9.256790  0.213974  -0.976839  0.000000  0.000000  1.000000  4.000000
  20  -13.464105  29.968646  -0.694544  -0.719450  0.000000  0.000000  1.000000  4.000000
  21  10.420579  7.345446  -0.854131  0.520057  0.000000  0.000000  1.000000  4.000000
  22  32.645243  15.263103  -0.992707  0.120551  0.000000  0.000000  1.000000  4.000000
  23  -9.991644  38.503474  0.991832  -0.127550  0.000000  0.000000  1.000000  4.000000
  24  17.196876  -4.334697  0.963245  0.268626  0.000000  0.000000  1.000000  4.000000
  25  19.073579  -30.946178  0.144622  0.989487  0.000000  0.000000  1.000000  4.000000
  26  27.058703  -20.565753  -0.077796  0.996969  0.000000  0.000000  1.000000  4.000000
  27  11.523349  20.994097  -0.858488  -0.512834  0.000000  0.000000  1.000000  4.000000
  28  21.291738  10.951464  -0.709980  -0.704222  0.000000  0.000000  1.000000  4.000000
  29  -28.093436  19.256037  0.173304  0.984868  0.000000  0.000000  1.000000  4.000000
  30  -5.423486  -18.083942  0.836578  -0.547847  0.000000  0.000000  1.000000  4.000000
  31  13.142754  -29.503653  0.998226  0.059541  0.000000  0.000000  1.000000  4.000000
  32  -10.700570  8.981080  -0.124090  0.992271  0.000000  0.000000  1.000000  4.000000
  33  8.221371  -31.560803  0.979147  0.203152  0.000000  0.000000  1.000000  4.000000
  34  -14.043298  6.552457  -0.951658  -0.307160  0.000000  0.000000  1.000000  4.000000
  35  -2.085588  -12.387699  0.428464  -0.903559  0.000000  0.000000  1.000000  4.000000
  36  10.356399  30.342382  0.981500  -0.191463  0.000000  0.000000  1.000000  4.000000
  37  31.212145  -9.220078  0.893233  -0.449594  0.000000  0.000000  1.000000  4.000000
  38  -10.233985  -37.872635  0.029430  -0.999567  0.000000  0.000000  1.000000  4.000000
  39  7.712429  12.214471  0.512321  -0.858794  0.000000  0.000000  1.000000  4.000000
